parroquia,nom_par
090150,GUAYAQUIL
090150,GUAYAQUIL
180250,BAÑOS
180250,BAÑOS
090850,VELASCO IBARRA
180250,BAÑOS
132050,JAMA
090850,VELASCO IBARRA
180250,BAÑOS
090850,VELASCO IBARRA
090850,VELASCO IBARRA
180250,BAÑOS
180250,BAÑOS
132050,JAMA
090850,VELASCO IBARRA
090850,VELASCO IBARRA
180250,BAÑOS
132050,JAMA
180250,BAÑOS
132050,JAMA
090850,VELASCO IBARRA
132050,JAMA
090850,VELASCO IBARRA
180250,BAÑOS
132050,JAMA
090850,VELASCO IBARRA
090850,VELASCO IBARRA
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
111052,EL ARENAL
090150,GUAYAQUIL
090150,GUAYAQUIL
110354,ZAMBI
090850,VELASCO IBARRA
090850,VELASCO IBARRA
170184,TUMBACO
090850,VELASCO IBARRA
170150,QUITO
170184,TUMBACO
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
170184,TUMBACO
090150,GUAYAQUIL
090150,GUAYAQUIL
090850,VELASCO IBARRA
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
230150,SANTO DOMINGO DE LOS COLORADOS
090150,GUAYAQUIL
090150,GUAYAQUIL
170184,TUMBACO
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090850,VELASCO IBARRA
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
090150,GUAYAQUIL
170184,TUMBACO
090150,GUAYAQUIL
080163,SAN MATEO
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090654,LIMONAL
090654,LIMONAL
170150,QUITO
170150,QUITO
090150,GUAYAQUIL
090654,LIMONAL
170150,QUITO
170150,QUITO
090850,VELASCO IBARRA
170150,QUITO
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
090850,VELASCO IBARRA
170184,TUMBACO
090150,GUAYAQUIL
170184,TUMBACO
090150,GUAYAQUIL
090850,VELASCO IBARRA
090150,GUAYAQUIL
170150,QUITO
090850,VELASCO IBARRA
170150,QUITO
170184,TUMBACO
170150,QUITO
170150,QUITO
090850,VELASCO IBARRA
090850,VELASCO IBARRA
170184,TUMBACO
170184,TUMBACO
090850,VELASCO IBARRA
170184,TUMBACO
170184,TUMBACO
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
091150,NARANJAL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
090150,GUAYAQUIL
130150,PORTOVIEJO
130150,PORTOVIEJO
230150,SANTO DOMINGO DE LOS COLORADOS
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
190150,ZAMORA
050752,ISINLIVI
130150,PORTOVIEJO
160451,CURARAY
160451,CURARAY
140552,CHUPIANZA
160451,CURARAY
160451,CURARAY
160451,CURARAY
160451,CURARAY
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
130150,PORTOVIEJO
170250,CAYAMBE
160451,CURARAY
030361,ZHUD
160451,CURARAY
060353,JUAN DE VELASCO
160451,CURARAY
030361,ZHUD
080753,LAGARTO
160451,CURARAY
030361,ZHUD
160451,CURARAY
130150,PORTOVIEJO
130150,PORTOVIEJO
160451,CURARAY
130150,PORTOVIEJO
160451,CURARAY
130150,PORTOVIEJO
130150,PORTOVIEJO
030361,ZHUD
030361,ZHUD
130150,PORTOVIEJO
130150,PORTOVIEJO
160451,CURARAY
030361,ZHUD
170163,GUAYLLABAMBA
160451,CURARAY
030361,ZHUD
030361,ZHUD
030361,ZHUD
130150,PORTOVIEJO
170250,CAYAMBE
130150,PORTOVIEJO
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
180150,AMBATO
170250,CAYAMBE
180150,AMBATO
180150,AMBATO
180150,AMBATO
180150,AMBATO
180150,AMBATO
170250,CAYAMBE
100253,SAN JOSÉ DE CHALTURA
180150,AMBATO
170250,CAYAMBE
100253,SAN JOSÉ DE CHALTURA
180150,AMBATO
100253,SAN JOSÉ DE CHALTURA
100253,SAN JOSÉ DE CHALTURA
100253,SAN JOSÉ DE CHALTURA
100253,SAN JOSÉ DE CHALTURA
100253,SAN JOSÉ DE CHALTURA
100253,SAN JOSÉ DE CHALTURA
180150,AMBATO
080252,ATAHUALPA
080252,ATAHUALPA
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
230252,LA VILLEGAS
230252,LA VILLEGAS
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
170250,CAYAMBE
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
170150,QUITO
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
091150,NARANJAL
090150,GUAYAQUIL
091150,NARANJAL
090150,GUAYAQUIL
090150,GUAYAQUIL
170550,SANGOLQUÍ
170150,QUITO
170550,SANGOLQUÍ
170150,QUITO
170150,QUITO
170150,QUITO
030350,CAÑAR
170150,QUITO
030350,CAÑAR
170550,SANGOLQUÍ
030350,CAÑAR
030350,CAÑAR
170150,QUITO
030350,CAÑAR
170150,QUITO
170150,QUITO
030350,CAÑAR
170150,QUITO
030350,CAÑAR
091150,NARANJAL
071350,ZARUMA
091150,NARANJAL
091150,NARANJAL
030350,CAÑAR
090551,SAN JACINTO
091150,NARANJAL
091150,NARANJAL
090551,SAN JACINTO
091150,NARANJAL
091150,NARANJAL
091150,NARANJAL
091150,NARANJAL
091150,NARANJAL
230150,SANTO DOMINGO DE LOS COLORADOS
071350,ZARUMA
230150,SANTO DOMINGO DE LOS COLORADOS
071350,ZARUMA
230150,SANTO DOMINGO DE LOS COLORADOS
071350,ZARUMA
230150,SANTO DOMINGO DE LOS COLORADOS
071350,ZARUMA
170150,QUITO
230150,SANTO DOMINGO DE LOS COLORADOS
170150,QUITO
230150,SANTO DOMINGO DE LOS COLORADOS
092150,GENERAL VILLAMIL
170150,QUITO
071350,ZARUMA
091150,NARANJAL
071350,ZARUMA
091150,NARANJAL
071350,ZARUMA
091150,NARANJAL
071350,ZARUMA
071350,ZARUMA
091150,NARANJAL
091150,NARANJAL
090150,GUAYAQUIL
091150,NARANJAL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
092150,GENERAL VILLAMIL
170150,QUITO
090150,GUAYAQUIL
170150,QUITO
040252,LOS ANDES
092150,GENERAL VILLAMIL
170150,QUITO
040252,LOS ANDES
092150,GENERAL VILLAMIL
170150,QUITO
120850,VINCES
120850,VINCES
090150,GUAYAQUIL
090150,GUAYAQUIL
092150,GENERAL VILLAMIL
092150,GENERAL VILLAMIL
170150,QUITO
150350,ARCHIDONA
150350,ARCHIDONA
092150,GENERAL VILLAMIL
170150,QUITO
170150,QUITO
091150,NARANJAL
092150,GENERAL VILLAMIL
091150,NARANJAL
092150,GENERAL VILLAMIL
170150,QUITO
091150,NARANJAL
092150,GENERAL VILLAMIL
170150,QUITO
150350,ARCHIDONA
091150,NARANJAL
150350,ARCHIDONA
170150,QUITO
150350,ARCHIDONA
170150,QUITO
150350,ARCHIDONA
091150,NARANJAL
170150,QUITO
150350,ARCHIDONA
170150,QUITO
150350,ARCHIDONA
150350,ARCHIDONA
130450,EL CARMEN
150350,ARCHIDONA
170150,QUITO
120850,VINCES
120850,VINCES
091150,NARANJAL
120850,VINCES
091150,NARANJAL
120850,VINCES
120850,VINCES
120850,VINCES
170150,QUITO
120850,VINCES
170150,QUITO
120850,VINCES
170150,QUITO
170150,QUITO
130450,EL CARMEN
130450,EL CARMEN
120850,VINCES
150350,ARCHIDONA
130450,EL CARMEN
130450,EL CARMEN
150350,ARCHIDONA
130451,WILFRIDO LOOR MOREIRA
130450,EL CARMEN
091150,NARANJAL
130450,EL CARMEN
091150,NARANJAL
130450,EL CARMEN
091150,NARANJAL
130450,EL CARMEN
150350,ARCHIDONA
091150,NARANJAL
130450,EL CARMEN
150350,ARCHIDONA
150350,ARCHIDONA
150350,ARCHIDONA
091150,NARANJAL
150350,ARCHIDONA
150350,ARCHIDONA
150350,ARCHIDONA
091150,NARANJAL
091150,NARANJAL
130150,PORTOVIEJO
130150,PORTOVIEJO
170150,QUITO
150350,ARCHIDONA
130150,PORTOVIEJO
150350,ARCHIDONA
130150,PORTOVIEJO
150350,ARCHIDONA
170184,TUMBACO
150350,ARCHIDONA
130150,PORTOVIEJO
170150,QUITO
170150,QUITO
170184,TUMBACO
170184,TUMBACO
130150,PORTOVIEJO
170184,TUMBACO
130150,PORTOVIEJO
170184,TUMBACO
150350,ARCHIDONA
130150,PORTOVIEJO
170184,TUMBACO
150350,ARCHIDONA
130150,PORTOVIEJO
170184,TUMBACO
170184,TUMBACO
150350,ARCHIDONA
170184,TUMBACO
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
090150,GUAYAQUIL
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
090150,GUAYAQUIL
090150,GUAYAQUIL
170184,TUMBACO
090150,GUAYAQUIL
170150,QUITO
170184,TUMBACO
170150,QUITO
170184,TUMBACO
170150,QUITO
170184,TUMBACO
170184,TUMBACO
170184,TUMBACO
170184,TUMBACO
170184,TUMBACO
170184,TUMBACO
170184,TUMBACO
170157,CUMBAYÁ
080258,SAN FRANCISCO DE ONZOLE
071250,SANTA ROSA
071250,SANTA ROSA
071250,SANTA ROSA
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
170150,QUITO
071250,SANTA ROSA
170150,QUITO
071250,SANTA ROSA
131552,ÁNGEL PEDRO GILER
071250,SANTA ROSA
131552,ÁNGEL PEDRO GILER
071250,SANTA ROSA
071250,SANTA ROSA
071250,SANTA ROSA
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
130150,PORTOVIEJO
121050,SAN JACINTO DE BUENA FE
130150,PORTOVIEJO
121050,SAN JACINTO DE BUENA FE
130150,PORTOVIEJO
121050,SAN JACINTO DE BUENA FE
130150,PORTOVIEJO
121050,SAN JACINTO DE BUENA FE
100351,APUELA
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
130150,PORTOVIEJO
131552,ÁNGEL PEDRO GILER
130150,PORTOVIEJO
130150,PORTOVIEJO
131552,ÁNGEL PEDRO GILER
131552,ÁNGEL PEDRO GILER
121050,SAN JACINTO DE BUENA FE
131552,ÁNGEL PEDRO GILER
220350,LA JOYA DE LOS SACHAS
131552,ÁNGEL PEDRO GILER
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
220350,LA JOYA DE LOS SACHAS
220350,LA JOYA DE LOS SACHAS
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
220350,LA JOYA DE LOS SACHAS
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
220350,LA JOYA DE LOS SACHAS
121050,SAN JACINTO DE BUENA FE
220350,LA JOYA DE LOS SACHAS
121050,SAN JACINTO DE BUENA FE
220350,LA JOYA DE LOS SACHAS
220350,LA JOYA DE LOS SACHAS
230153,LUZ DE AMÉRICA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
030151,COJITAMBO
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
121050,SAN JACINTO DE BUENA FE
071250,SANTA ROSA
190551,CHICAÑA
190551,CHICAÑA
190551,CHICAÑA
190551,CHICAÑA
010354,MARIANO MORENO
190551,CHICAÑA
190551,CHICAÑA
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
030361,ZHUD
121050,SAN JACINTO DE BUENA FE
170150,QUITO
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
170255,SANTA ROSA DE CUZUBAMBA
110650,AMALUZA
170255,SANTA ROSA DE CUZUBAMBA
010356,REMIGIO CRESPO TORAL
170255,SANTA ROSA DE CUZUBAMBA
010356,REMIGIO CRESPO TORAL
010356,REMIGIO CRESPO TORAL
010356,REMIGIO CRESPO TORAL
010356,REMIGIO CRESPO TORAL
010356,REMIGIO CRESPO TORAL
010356,REMIGIO CRESPO TORAL
091450,PEDRO CARBO
030750,SUSCAL
091450,PEDRO CARBO
010356,REMIGIO CRESPO TORAL
091450,PEDRO CARBO
010356,REMIGIO CRESPO TORAL
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
150356,HATUN SUMAKU
030750,SUSCAL
091450,PEDRO CARBO
030750,SUSCAL
170255,SANTA ROSA DE CUZUBAMBA
170255,SANTA ROSA DE CUZUBAMBA
170255,SANTA ROSA DE CUZUBAMBA
170255,SANTA ROSA DE CUZUBAMBA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
170255,SANTA ROSA DE CUZUBAMBA
170150,QUITO
170255,SANTA ROSA DE CUZUBAMBA
010851,ABDÓN CALDERÓN
010851,ABDÓN CALDERÓN
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
010851,ABDÓN CALDERÓN
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
010851,ABDÓN CALDERÓN
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
121350,QUINSALOMA
091450,PEDRO CARBO
121350,QUINSALOMA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
091450,PEDRO CARBO
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
170255,SANTA ROSA DE CUZUBAMBA
121350,QUINSALOMA
121350,QUINSALOMA
121350,QUINSALOMA
091450,PEDRO CARBO
091450,PEDRO CARBO
091450,PEDRO CARBO
121350,QUINSALOMA
091450,PEDRO CARBO
121350,QUINSALOMA
121350,QUINSALOMA
091450,PEDRO CARBO
121350,QUINSALOMA
091450,PEDRO CARBO
121350,QUINSALOMA
091450,PEDRO CARBO
091450,PEDRO CARBO
091450,PEDRO CARBO
121350,QUINSALOMA
121350,QUINSALOMA
121350,QUINSALOMA
121350,QUINSALOMA
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
170150,QUITO
091450,PEDRO CARBO
090650,DAULE
121350,QUINSALOMA
121350,QUINSALOMA
091450,PEDRO CARBO
090650,DAULE
091450,PEDRO CARBO
121350,QUINSALOMA
091450,PEDRO CARBO
121350,QUINSALOMA
121350,QUINSALOMA
170150,QUITO
160150,PUYO
090650,DAULE
121350,QUINSALOMA
121350,QUINSALOMA
090851,GUAYAS
091450,PEDRO CARBO
090851,GUAYAS
091450,PEDRO CARBO
040554,LA PAZ
040554,LA PAZ
121350,QUINSALOMA
121350,QUINSALOMA
121350,QUINSALOMA
040554,LA PAZ
091450,PEDRO CARBO
090650,DAULE
090650,DAULE
090650,DAULE
090650,DAULE
091450,PEDRO CARBO
091450,PEDRO CARBO
091450,PEDRO CARBO
090650,DAULE
091450,PEDRO CARBO
180450,MOCHA
091450,PEDRO CARBO
180450,MOCHA
121350,QUINSALOMA
091450,PEDRO CARBO
180450,MOCHA
121350,QUINSALOMA
091450,PEDRO CARBO
040554,LA PAZ
180450,MOCHA
121350,QUINSALOMA
091450,PEDRO CARBO
040554,LA PAZ
180450,MOCHA
121350,QUINSALOMA
090150,GUAYAQUIL
090650,DAULE
180450,MOCHA
121350,QUINSALOMA
090150,GUAYAQUIL
090650,DAULE
180450,MOCHA
090150,GUAYAQUIL
090650,DAULE
180450,MOCHA
121350,QUINSALOMA
090150,GUAYAQUIL
090650,DAULE
090150,GUAYAQUIL
040554,LA PAZ
140650,SUCÚA
170150,QUITO
040554,LA PAZ
090150,GUAYAQUIL
170150,QUITO
140650,SUCÚA
090150,GUAYAQUIL
040554,LA PAZ
140650,SUCÚA
040554,LA PAZ
180450,MOCHA
121350,QUINSALOMA
040554,LA PAZ
040554,LA PAZ
140650,SUCÚA
040554,LA PAZ
140650,SUCÚA
090150,GUAYAQUIL
140650,SUCÚA
140650,SUCÚA
170150,QUITO
040552,CHITÁN DE NAVARRETE
140650,SUCÚA
120550,QUEVEDO
170150,QUITO
120550,QUEVEDO
170150,QUITO
170150,QUITO
120550,QUEVEDO
170150,QUITO
170180,SAN ANTONIO
170150,QUITO
150350,ARCHIDONA
170150,QUITO
170180,SAN ANTONIO
170180,SAN ANTONIO
170150,QUITO
170150,QUITO
120550,QUEVEDO
060150,RIOBAMBA
170150,QUITO
170156,CONOCOTO
170180,SAN ANTONIO
170150,QUITO
170150,QUITO
170180,SAN ANTONIO
170150,QUITO
120550,QUEVEDO
170180,SAN ANTONIO
120550,QUEVEDO
120550,QUEVEDO
120550,QUEVEDO
170156,CONOCOTO
170156,CONOCOTO
170180,SAN ANTONIO
170156,CONOCOTO
170180,SAN ANTONIO
170156,CONOCOTO
170150,QUITO
170156,CONOCOTO
170156,CONOCOTO
100351,APUELA
120550,QUEVEDO
170156,CONOCOTO
170180,SAN ANTONIO
100351,APUELA
170156,CONOCOTO
170156,CONOCOTO
170180,SAN ANTONIO
170180,SAN ANTONIO
170156,CONOCOTO
100351,APUELA
120550,QUEVEDO
170180,SAN ANTONIO
170150,QUITO
120550,QUEVEDO
170150,QUITO
120550,QUEVEDO
100351,APUELA
120550,QUEVEDO
170150,QUITO
170150,QUITO
170156,CONOCOTO
170150,QUITO
170156,CONOCOTO
170150,QUITO
170150,QUITO
170156,CONOCOTO
170150,QUITO
170156,CONOCOTO
170150,QUITO
170150,QUITO
170156,CONOCOTO
100351,APUELA
170156,CONOCOTO
170150,QUITO
170150,QUITO
170156,CONOCOTO
170150,QUITO
170180,SAN ANTONIO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
230152,PUERTO LIMÓN
170150,QUITO
170180,SAN ANTONIO
230152,PUERTO LIMÓN
170150,QUITO
170180,SAN ANTONIO
230152,PUERTO LIMÓN
230152,PUERTO LIMÓN
170150,QUITO
170150,QUITO
060150,RIOBAMBA
170150,QUITO
060150,RIOBAMBA
170150,QUITO
060150,RIOBAMBA
060150,RIOBAMBA
170180,SAN ANTONIO
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
170150,QUITO
170180,SAN ANTONIO
170180,SAN ANTONIO
170150,QUITO
120550,QUEVEDO
170180,SAN ANTONIO
170150,QUITO
060150,RIOBAMBA
120550,QUEVEDO
170180,SAN ANTONIO
170150,QUITO
060150,RIOBAMBA
170180,SAN ANTONIO
170150,QUITO
170180,SAN ANTONIO
170180,SAN ANTONIO
170150,QUITO
170180,SAN ANTONIO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
170150,QUITO
080262,COLÓN ELOY DEL MARÍA
131450,BAHIA DE CARÁQUEZ
170150,QUITO
080262,COLÓN ELOY DEL MARÍA
080262,COLÓN ELOY DEL MARÍA
120550,QUEVEDO
120550,QUEVEDO
120550,QUEVEDO
120550,QUEVEDO
120550,QUEVEDO
080262,COLÓN ELOY DEL MARÍA
170150,QUITO
110155,JIMBILLA
120550,QUEVEDO
170150,QUITO
110155,JIMBILLA
120550,QUEVEDO
120550,QUEVEDO
120550,QUEVEDO
110155,JIMBILLA
110155,JIMBILLA
110155,JIMBILLA
170150,QUITO
110155,JIMBILLA
040150,TULCÁN
040150,TULCÁN
170150,QUITO
040150,TULCÁN
170150,QUITO
040150,TULCÁN
170150,QUITO
170150,QUITO
040150,TULCÁN
040150,TULCÁN
040150,TULCÁN
040150,TULCÁN
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
060150,RIOBAMBA
240152,COLONCHE
170150,QUITO
170150,QUITO
060150,RIOBAMBA
170150,QUITO
060150,RIOBAMBA
170150,QUITO
060150,RIOBAMBA
131552,ÁNGEL PEDRO GILER
080150,ESMERALDAS
060150,RIOBAMBA
240152,COLONCHE
060150,RIOBAMBA
170150,QUITO
060150,RIOBAMBA
080150,ESMERALDAS
060150,RIOBAMBA
121050,SAN JACINTO DE BUENA FE
080150,ESMERALDAS
060150,RIOBAMBA
080150,ESMERALDAS
080150,ESMERALDAS
170150,QUITO
170150,QUITO
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
121050,SAN JACINTO DE BUENA FE
170150,QUITO
170150,QUITO
121050,SAN JACINTO DE BUENA FE
040150,TULCÁN
040150,TULCÁN
080150,ESMERALDAS
110650,AMALUZA
110650,AMALUZA
040150,TULCÁN
110650,AMALUZA
040150,TULCÁN
040150,TULCÁN
110650,AMALUZA
040150,TULCÁN
110650,AMALUZA
040150,TULCÁN
040150,TULCÁN
040150,TULCÁN
080150,ESMERALDAS
040150,TULCÁN
080150,ESMERALDAS
140550,SANTIAGO DE MÉNDEZ
140550,SANTIAGO DE MÉNDEZ
080150,ESMERALDAS
140550,SANTIAGO DE MÉNDEZ
080150,ESMERALDAS
080150,ESMERALDAS
040150,TULCÁN
140550,SANTIAGO DE MÉNDEZ
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
140550,SANTIAGO DE MÉNDEZ
140550,SANTIAGO DE MÉNDEZ
140550,SANTIAGO DE MÉNDEZ
080150,ESMERALDAS
140550,SANTIAGO DE MÉNDEZ
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
150752,CUYUJA
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
011150,CHORDELEG
011150,CHORDELEG
150950,CARLOS JULIO AROSEMENA TOLA
080150,ESMERALDAS
080150,ESMERALDAS
080150,ESMERALDAS
011150,CHORDELEG
011150,CHORDELEG
011150,CHORDELEG
011150,CHORDELEG
011150,CHORDELEG
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
190551,CHICAÑA
010164,SANTA ANA
190551,CHICAÑA
190551,CHICAÑA
010164,SANTA ANA
010164,SANTA ANA
100150,SAN MIGUEL DE IBARRA
010164,SANTA ANA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
100150,SAN MIGUEL DE IBARRA
020150,GUARANDA
100150,SAN MIGUEL DE IBARRA
011150,CHORDELEG
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
010164,SANTA ANA
090750,ELOY ALFARO
010164,SANTA ANA
010164,SANTA ANA
090750,ELOY ALFARO
091152,SAN CARLOS
090750,ELOY ALFARO
100357,SEIS DE JULIO DE CUELLAJE
090750,ELOY ALFARO
020150,GUARANDA
090650,DAULE
090650,DAULE
100357,SEIS DE JULIO DE CUELLAJE
020150,GUARANDA
020150,GUARANDA
090750,ELOY ALFARO
090750,ELOY ALFARO
010164,SANTA ANA
090650,DAULE
020150,GUARANDA
090750,ELOY ALFARO
020150,GUARANDA
090750,ELOY ALFARO
090750,ELOY ALFARO
090650,DAULE
090750,ELOY ALFARO
090650,DAULE
020150,GUARANDA
091450,PEDRO CARBO
090650,DAULE
020150,GUARANDA
010164,SANTA ANA
090750,ELOY ALFARO
090650,DAULE
020150,GUARANDA
010164,SANTA ANA
090750,ELOY ALFARO
020150,GUARANDA
010164,SANTA ANA
090750,ELOY ALFARO
090650,DAULE
010164,SANTA ANA
090750,ELOY ALFARO
090750,ELOY ALFARO
010164,SANTA ANA
090650,DAULE
010164,SANTA ANA
090650,DAULE
010164,SANTA ANA
010164,SANTA ANA
090750,ELOY ALFARO
090750,ELOY ALFARO
010164,SANTA ANA
090750,ELOY ALFARO
090750,ELOY ALFARO
090650,DAULE
090750,ELOY ALFARO
090750,ELOY ALFARO
090650,DAULE
090650,DAULE
090650,DAULE
091950,EL SALITRE
010164,SANTA ANA
010164,SANTA ANA
091950,EL SALITRE
090750,ELOY ALFARO
090750,ELOY ALFARO
010164,SANTA ANA
010164,SANTA ANA
090750,ELOY ALFARO
090750,ELOY ALFARO
010164,SANTA ANA
